001;50,40,09,
002;52,45,03,
003;46,39,15,
004;08,600,28,610,55,43,03,
005;50,37,08,
006;51,39,08,
007;48,45,05,
008;50,32,18,
009;44,42,04,
010;53,32,14,
011;51,35,14,
012;54,02,39,05,
013;50,05,34,14,
014;50,02,39,09,
015;52,02,40,00,
016;58,03,38,02,
017;50,02,38,10,
018;52,02,38,08,
019;55,04,36,05,
020;49,01,37,13,
021;49,10,27,14,
022;54,04,35,07,
023;50,02,41,00,
024;52,02,37,08,
025;59,02,34,00,
026;65,09,26,00,
027;48,02,41,09,
028;52,02,37,09,
029;43,02,39,16,
030;54,03,39,04,
031;58,03,30,09,
032;54,03,37,05,
033;53,02,36,09,
034;57,03,32,08,
035;58,04,31,07,
036;46,09,30,16,
037;53,02,39,05,
038;50,03,34,12,
039;65,02,26,07,
040;61,02,30,07,
041;56,02,34,07,
042;56,09,28,07,
043;58,03,29,10,
044;52,02,27,18,
045;59,04,26,12,
046;59,05,28,09,
047;56,04,37,03,
048;56,05,30,09,
049;56,02,35,07,
050;62,09,30,00,
051;52,02,32,14,
052;52,02,23,23,
053;52,04,31,14,
054;56,04,26,11,
055;51,01,33,08,
056;51,04,36,10,
057;58,02,30,10,
058;60,02,30,08,
059;58,06,30,08,
060;59,08,32,00,
061;54,04,34,07,
062;60,03,34,03,
063;55,03,32,10,
064;52,04,31,13,
065;59,07,26,08,
066;55,03,30,08,
067;49,01,33,16,
068;50,06,29,00,
069;57,02,26,09,
070;67,04,25,05,
071;63,06,29,02,
072;51,03,35,10,
073;64,02,25,08,
074;52,05,33,00,
075;59,02,31,08,
076;35,01,41,22,
077;54,03,28,15,
078;57,06,28,09,
079;57,04,35,04,
080;56,02,31,10,
081;48,01,02,28,22,
082;53,01,00,35,11,
083;56,00,02,26,17,
084;62,00,03,31,03,
085;48,00,02,33,17,
086;50,01,01,30,18,
087;53,00,02,33,12,
088;61,01,02,29,07,
089;582,00,27,156,235,
090;53,00,05,26,16,
091;16,01,45,00,01,29,00,09,
092;00,01,56,00,01,24,01,18,
093;16,00,54,00,01,23,01,05,
094;17,01,48,01,01,21,01,12,
095;15,00,49,00,01,29,02,04,
096;00,00,68,00,03,20,01,08,
097;18,01,45,01,01,29,01,06,
098;10,00,45,00,01,31,01,12,
099;00,08,42,00,05,34,12,00,
100;16,01,51,00,02,24,00,06,
101;19,00,45,01,01,25,01,05,
102;20,01,48,01,02,23,00,06,
103;00,01,54,00,01,22,01,15,
104;20,03,41,00,03,28,03,08,
105;16,05,46,05,05,27,02,05,
106;00,01,56,05,01,32,02,04,
107;17,01,45,01,01,23,01,11,
108;20,01,42,00,01,24,02,09,
109;141,13,376,00,16,384,16,53,
110;22,00,42,00,00,18,00,00,
111;15,13,313,00,00,304,00,153,
112;20,01,41,01,00,23,01,15,
113;08,00,45,00,00,24,00,23,
114;17,00,42,00,00,35,01,05,
115;00,00,53,00,01,38,01,07,
116;15,00,40,00,02,30,00,13,
117;18,00,44,01,02,30,01,05,
118;25,00,33,00,01,24,02,15,
119;18,00,43,00,00,25,00,14,
120;00,01,49,00,02,28,01,13,
121;00,00,52,00,03,24,02,19,
122;22,00,42,00,01,24,00,08,
123;15,01,41,01,01,29,01,12,
124;18,00,46,00,00,25,01,10,
125;19,01,45,00,01,26,01,07,
126;00,00,54,00,02,24,02,18,
127;15,01,47,00,00,27,01,07,
128;16,01,39,00,02,31,00,12,
129;21,01,42,00,02,24,01,10,
130;14,01,42,00,03,28,00,12,
131;21,00,48,00,01,21,01,09,
132;20,00,37,00,03,27,02,05,
133;22,00,42,00,01,20,01,14,
134;00,01,55,01,04,20,03,15,
135;00,01,52,00,01,23,02,22,
136;00,02,50,00,02,24,02,20,
137;12,01,47,00,01,23,01,16,
138;17,00,48,00,00,29,00,06,
139;00,01,50,00,03,24,01,21,
140;14,00,47,00,02,29,01,07,
141;10,00,49,00,01,30,01,08,
142;00,01,56,00,04,19,02,18,
143;14,01,52,00,01,17,01,14,
144;21,00,48,00,03,15,02,10,
145;13,01,51,00,01,21,02,10,
146;00,01,60,00,02,16,02,19,
147;13,01,51,00,01,22,01,10,
148;12,00,52,00,02,16,02,16,
149;11,01,58,00,01,17,02,11,
150;01,59,00,03,25,03,09,
151;08,02,55,00,03,18,05,09,
152;09,01,54,00,02,33,01,01,
153;12,00,58,00,01,15,01,13,
154;13,00,55,00,01,17,01,13,
155;15,00,56,00,00,19,01,08,
156;10,02,51,00,01,18,05,14,
157;03,57,00,02,22,05,12,
158;12,00,63,00,01,14,02,08,
159;08,01,59,00,01,19,01,10,
160;10,01,51,00,02,16,03,18,
161;08,00,59,00,00,14,02,00,
162;13,00,51,00,01,17,01,17,
163;08,01,52,00,03,21,01,14,
164;08,00,55,00,00,24,01,12,
165;00,00,64,00,00,29,00,07,
166;11,03,49,00,01,20,02,14,
167;09,00,59,00,02,19,01,10,
168;16,00,57,00,01,14,02,10,
169;11,00,61,00,01,15,02,11,
170;00,00,63,00,03,15,00,18,
171;00,00,75,00,02,15,04,04,
172;00,04,65,00,05,09,04,12,
173;12,00,57,00,01,12,02,16,
174;13,02,49,00,04,16,02,15,
175;19,00,53,00,00,22,00,07,
176;08,01,57,00,04,11,02,17,
177;14,00,60,00,03,10,01,13,
178;14,01,62,00,02,10,02,08,
179;09,01,57,00,01,15,01,17,
180;06,00,63,00,00,06,02,24,
181;07,00,64,00,00,16,01,12,
182;00,00,71,00,00,19,00,09,
183;00,05,63,00,02,13,06,11,
184;13,00,58,00,02,17,00,10,
185;00,00,68,00,00,20,00,12,
186;07,00,59,00,02,10,01,22,
187;09,00,62,00,01,04,00,24,
188;36,01,00,00,04,04,01,55,
189;10,00,60,00,03,08,01,17,
190;40,01,00,00,08,11,04,36,
191;11,01,69,00,01,05,03,10,
192;16,60,00,02,07,00,01,14,
193;34,00,04,04,08,18,03,03,02,20,
194;12,61,03,02,03,11,01,07,
195;42,00,09,04,03,22,03,17,
196;07,54,00,03,06,14,02,13,
197;12,66,00,05,05,12,01,35,
198;15,62,00,01,03,10,01,09,
199;16,67,00,01,05,00,01,09,
200;30,00,00,02,07,31,06,13,
201;13,60,00,01,05,12,01,09,
202;10,56,00,00,04,14,01,16,
203;35,00,00,01,07,25,03,28,
204;16,54,00,01,05,12,02,10,
205;15,60,00,01,03,12,02,07,
206;17,55,04,02,03,12,01,05,
207;37,00,14,04,05,21,01,17,
208;15,60,00,01,02,10,01,11,
209;06,59,00,02,04,12,03,14,
210;07,61,00,00,03,17,02,10,
211;08,66,01,01,03,09,01,10,
212;14,61,00,00,04,13,03,04,
213;02,48,01,00,02,06,00,40,
214;10,62,02,01,03,12,01,10,
215;11,62,00,01,04,09,01,11,
216;09,65,01,00,05,10,01,09,
217;41,00,07,04,07,20,03,19,
218;09,57,00,01,04,13,01,16,
219;34,00,00,02,06,25,02,31,
220;07,62,00,02,00,17,02,10,
221;13,64,00,01,01,11,02,08,
222;15,64,00,02,04,08,01,06,
223;12,64,05,01,00,09,00,08,
224;08,67,04,02,00,10,00,09,
225;09,58,04,01,00,11,00,18,
226;08,61,04,01,00,05,00,02,01,12,
227;12,69,02,02,02,07,01,05,
228;00,63,00,00,00,00,00,37,
229;00,64,00,00,00,00,00,37,
230;14,69,02,01,00,06,00,07,
231;13,00,64,04,00,04,03,00,00,12,
232;11,03,66,03,01,02,01,00,05,07,
233;37,05,00,10,04,03,01,01,12,27,
234;00,12,00,19,06,04,01,03,19,37,
235;00,00,70,00,00,00,00,00,00,30,
236;07,02,67,02,01,01,01,01,07,10,
237;32,07,00,07,03,01,02,02,16,31,
238;00,11,00,13,04,02,03,01,24,43,
239;12,00,73,00,00,00,00,00,08,06,
240;08,00,65,03,00,01,01,00,07,16,
241;12,00,68,04,00,01,00,00,07,09,
242;10,02,66,02,00,02,01,00,06,11,
243;35,07,00,07,00,04,01,00,13,33,
244;00,13,00,14,00,07,02,00,24,40,
245;05,00,63,01,00,00,00,00,09,22,
246;08,00,66,03,00,00,01,00,07,15,
247;12,00,65,03,00,01,00,00,09,09,
248;45,00,00,11,00,04,00,00,25,15,
249;12,00,63,05,00,02,00,00,07,12,
250;43,00,00,15,00,06,00,00,17,19,
251;00,00,66,00,00,00,00,00,00,34,
252;10,00,70,03,00,00,00,00,00,17,
253;12,01,67,02,00,02,00,01,04,12,
254;27,06,00,06,04,03,01,01,19,33,
255;00,14,00,13,03,04,01,02,23,39,
256;11,00,61,02,00,00,00,01,07,17,
257;11,00,77,00,00,00,00,00,00,12,
258;10,00,65,06,00,02,00,00,07,11,
259;12,05,63,05,00,00,00,00,00,15,
260;12,03,52,02,05,01,02,01,06,17,
261;34,04,00,10,03,03,02,02,13,29,
262;00,08,00,11,05,02,04,03,20,47,
263;13,00,63,06,00,01,00,00,00,18,
264;13,63,04,01,02,01,01,03,03,10,
265;38,00,13,02,03,03,01,03,10,26,
266;00,00,25,05,05,06,01,04,17,38,
267;13,65,04,00,01,01,00,01,00,15,
268;45,00,15,00,03,06,00,02,00,29,
269;12,63,03,00,00,00,00,00,00,23,
270;18,64,03,01,01,01,01,02,05,06,
271;49,00,10,07,01,02,02,03,11,15,
272;00,00,22,05,08,04,01,05,18,36,
273;19,58,03,01,01,00,00,01,08,09,
274;57,00,05,04,01,02,00,03,13,14,
275;00,00,25,03,05,03,02,04,21,36,
276;16,57,04,01,03,02,01,02,04,10,
277;00,00,19,05,07,06,02,04,16,40,
